City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
284,hualmay,0,PE,1525368334,79,-11.1,-77.61,73.07,5.5
285,hamada,100,JP,1525368334,93,34.9,132.08,50.39,15.57
286,vestmanna,76,FO,1525366200,81,62.16,-7.17,46.4,9.17
287,inuvik,90,CA,1525366800,68,68.36,-133.71,28.4,2.24
288,sijunjung,64,ID,1525368336,96,-0.69,100.95,70.46,1.7
289,buckeye,1,US,1525366680,32,33.37,-112.58,71.6,8.05
290,meadow lake,75,CA,1525363200,54,54.13,-108.44,55.4,14.99
291,calabozo,44,VE,1525368337,72,8.92,-67.43,86.84,13.22
292,bluff,0,AU,1525368338,91,-23.58,149.07,58.76,2.59
293,grindavik,75,IS,1525366800,64,63.84,-22.43,39.2,28.86
294,san antonio,0,CL,1525366800,56,-33.58,-71.61,71.6,12.75
295,bahia blanca,36,AR,1525368335,68,-38.72,-62.27,64.07,9.53
296,kattivakkam,20,IN,1525366800,70,13.22,80.32,89.6,5.82
297,geraldton,75,CA,1525366800,43,49.72,-86.95,55.4,5.82
298,aranos,0,NA,1525368341,29,-24.14,19.11,64.97,4.38
299,sisimiut,80,GL,1525368341,92,66.94,-53.67,13.04,3.15
300,anloga,20,GH,1525363200,65,5.79,0.9,82.4,3.36
301,sao joao da barra,75,BR,1525364400,94,-21.64,-41.05,73.4,6.93
302,egvekinot,12,RU,1525368342,79,66.32,-179.17,11.42,2.59
303,oyama,75,JP,1525366800,67,36.31,139.8,57.2,13.87
304,esperance,40,TT,1525363200,58,10.24,-61.45,87.8,17.22
305,okoneshnikovo,68,RU,1525368343,62,54.84,75.08,39.41,7.4
306,ambilobe,0,MG,1525368343,52,-13.19,49.05,78.2,11.99
307,iskateley,12,RU,1525368344,72,67.68,53.15,16.73,7.63
308,aykhal,0,RU,1525368344,71,65.95,111.51,13.49,2.59
309,puerto narino,75,CO,1525365000,94,-3.77,-70.38,80.6,4.7
310,richards bay,88,ZA,1525368345,97,-28.77,32.06,64.16,6.51
311,kirakira,88,SB,1525368345,100,-10.46,161.92,82.52,10.54
312,strezhevoy,0,RU,1525366800,67,60.73,77.6,21.2,4.47
313,portland,75,US,1525366560,63,45.52,-122.67,62.6,6.93
314,flin flon,75,CA,1525366800,41,54.77,-101.88,57.2,5.82
315,atherton,48,GB,1525366200,58,53.52,-2.49,53.6,5.82
316,tuatapere,8,NZ,1525368347,100,-46.13,167.69,50.21,4.72
317,luorong,92,CN,1525368348,86,24.41,109.6,70.73,4.83
318,patitirion,40,GR,1525366200,88,39.15,23.87,68.0,5.82
319,nuuk,75,GL,1525366200,58,64.17,-51.74,28.4,8.05
320,pisco,0,PE,1525363200,73,-13.71,-76.2,69.8,5.82
321,novaya zaimka,92,RU,1525368349,49,56.49,66.92,45.8,3.6
322,sabang,68,PH,1525368349,97,13.72,123.58,79.91,7.29
323,komsomolskiy,56,RU,1525368350,71,67.55,63.78,8.99,6.17
324,creel,24,MX,1525368350,28,27.75,-107.63,66.41,10.2
325,koslan,8,RU,1525368351,65,63.46,48.9,31.67,6.4
326,hamilton,20,BM,1525362900,64,32.3,-64.78,71.6,8.05
327,vanavara,20,RU,1525368351,50,60.35,102.28,32.57,6.4
328,dunedin,44,NZ,1525368205,86,-45.87,170.5,41.57,3.38
329,krasnyy chikoy,92,RU,1525368352,96,50.36,108.75,46.43,4.94
330,sretensk,48,RU,1525368353,39,52.24,117.7,48.59,6.62
331,viedma,0,AR,1525368353,41,-40.81,-62.99,63.26,13.0
332,puerto madryn,0,AR,1525368353,66,-42.77,-65.04,58.13,23.17
333,ahipara,8,NZ,1525368354,100,-35.17,173.16,46.25,3.71
334,xiamen,0,CN,1525366800,73,24.46,118.07,69.8,8.95
335,havre-saint-pierre,20,CA,1525366800,55,50.23,-63.6,39.2,10.29
336,vanimo,44,PG,1525368354,100,-2.67,141.3,83.69,1.36
337,kamina,8,CD,1525368355,75,-8.74,25.0,74.24,3.38
338,dubbo,75,AU,1525366800,49,-32.25,148.6,69.8,14.99
339,atambua,20,ID,1525368355,100,-9.11,124.89,75.41,6.17
340,necochea,0,AR,1525368356,86,-38.55,-58.74,64.97,8.75
341,husavik,20,CA,1525368356,78,50.56,-96.99,58.67,9.98
342,indianola,90,US,1525366380,93,40.24,-100.42,53.6,16.11
343,mocuba,76,MZ,1525368357,86,-16.84,36.99,73.7,5.17
344,marsabit,0,KE,1525368357,72,2.34,37.99,76.49,8.97
345,coolum beach,80,AU,1525368358,100,-26.53,153.09,66.95,2.48
346,haines junction,8,CA,1525368358,48,60.75,-137.51,31.4,3.04
347,mandera,36,ET,1525368360,43,3.94,41.86,86.21,9.53
348,santo antonio do ica,76,BR,1525368360,92,-3.1,-67.94,78.38,4.38
349,srednekolymsk,92,RU,1525368360,100,67.46,153.71,31.22,5.84
350,dhidhdhoo,44,MV,1525368361,100,6.88,73.1,85.94,8.97
351,moscow,0,RU,1525366800,39,55.75,37.62,68.0,4.47
352,gallup,75,US,1525366380,57,35.53,-108.74,48.2,12.75
353,karlskoga,75,SE,1525366200,93,59.33,14.52,46.4,8.05
354,el sauce,0,SV,1525366200,44,13.67,-87.8,95.0,4.7
355,atar,0,MR,1525368364,15,20.52,-13.05,86.39,7.96
356,saint-louis,75,CH,1525366800,58,47.59,7.56,59.0,14.99
357,bucerias,80,MX,1525368366,100,20.76,-105.33,79.37,2.59
358,mpika,0,ZM,1525368366,81,-11.84,31.4,65.96,8.63
359,taoudenni,36,ML,1525368366,11,22.68,-3.98,88.91,11.43
360,batagay-alyta,92,RU,1525368165,92,67.8,130.41,25.55,4.61
361,waiouru,8,NZ,1525368177,75,-39.48,175.67,28.43,2.48
362,spring hill,1,US,1525367700,39,28.46,-82.54,86.0,4.7
363,hanna,36,CA,1525368369,36,51.64,-111.93,63.98,7.07
364,aswan,0,EG,1525363200,9,24.09,32.9,104.0,3.36
365,iquitos,75,PE,1525363200,74,-3.75,-73.25,84.2,4.7
366,at-bashi,92,KG,1525368370,100,41.17,75.81,34.64,2.82
367,burnie,92,AU,1525368371,100,-41.05,145.91,56.87,18.48
368,veraval,0,FR,1525366800,47,49.65,0.71,57.2,9.17
369,hambantota,0,LK,1525368372,100,6.12,81.12,82.34,7.07
370,arman,90,RU,1525366800,100,59.7,150.17,26.6,2.48
371,kwinana,0,AU,1525367640,93,-32.25,115.77,44.6,5.82
372,puerto el triunfo,0,SV,1525366200,44,13.27,-88.55,95.0,4.7
373,llanes,48,ES,1525368374,91,43.42,-4.75,40.22,2.26
374,ilo,0,PE,1525368374,78,-17.65,-71.34,68.66,3.71
375,waharoa,0,NZ,1525368374,79,-37.76,175.76,38.24,2.71
376,caluquembe,100,AO,1525368375,37,-13.78,14.68,72.98,0.58
377,kidal,0,ML,1525368375,9,18.44,1.41,93.68,7.07
378,verkhoyansk,68,RU,1525368375,82,67.55,133.39,27.71,3.83
379,lancaster,1,US,1525366680,45,40.04,-76.31,87.8,19.46
380,cidreira,24,BR,1525368376,82,-30.17,-50.22,80.99,8.75
381,maltahohe,0,NA,1525368376,35,-24.83,16.98,62.54,2.15
382,celestun,0,MX,1525368377,89,20.87,-90.4,83.24,11.88
383,port lincoln,56,AU,1525368377,99,-34.72,135.86,59.39,21.94
384,salto,75,UY,1525363200,100,-31.39,-57.96,66.2,9.17
385,antalaha,68,MG,1525368378,90,-14.9,50.28,74.6,11.21
386,palmer,90,US,1525366560,56,61.6,-149.11,41.0,5.82
387,chimbote,0,PE,1525368379,80,-9.08,-78.59,71.45,5.95
388,ponta do sol,0,BR,1525368380,44,-20.63,-46.0,81.08,4.16
389,guerrero negro,0,MX,1525368380,56,27.97,-114.04,68.03,8.41
390,mbanza-ngungu,44,CD,1525368380,76,-5.25,14.87,78.2,3.38
391,gaoual,24,GN,1525368381,29,11.75,-13.2,98.27,3.71
392,cururupu,92,BR,1525368381,84,-1.82,-44.87,82.16,8.19
393,anadyr,90,RU,1525366800,85,64.73,177.51,15.8,8.95
394,vilhena,75,BR,1525363200,58,-12.74,-60.15,86.0,8.05
395,tiksi,76,RU,1525368382,81,71.64,128.87,7.91,3.27
396,amos,90,CA,1525364640,80,48.57,-78.12,42.8,9.17
397,salalah,0,OM,1525362600,66,17.01,54.1,86.0,9.17
398,sobolevo,24,RU,1525368383,52,54.43,31.9,67.04,8.63
399,ishigaki,64,JP,1525368384,100,24.34,124.16,73.07,14.45
400,vokhma,64,RU,1525368384,91,58.93,46.76,49.31,8.63
401,narsaq,20,GL,1525366200,25,60.91,-46.05,28.4,8.05
402,nago,75,IT,1525366200,72,45.88,10.89,68.0,4.7
403,pacific grove,90,US,1525366500,71,36.62,-121.92,55.4,6.93
404,saint anthony,1,US,1525366560,43,43.97,-111.68,53.6,4.27
405,bay roberts,90,CA,1525366800,100,47.58,-53.28,33.8,20.8
406,okha,0,RU,1525368388,82,53.59,142.95,24.29,10.76
407,mnogovershinnyy,0,RU,1525368156,62,53.94,139.92,30.32,3.71
408,xique-xique,8,BR,1525368389,57,-10.82,-42.73,86.21,11.21
409,maple creek,0,CA,1525368390,33,49.91,-109.46,65.24,9.53
410,college,75,US,1525366680,59,64.86,-147.8,35.6,9.17
411,mercedes,20,UY,1525368391,99,-33.25,-58.03,71.0,8.86
412,thai binh,56,VN,1525368392,96,20.45,106.33,73.97,2.93
413,matay,88,EG,1525368392,21,28.42,30.79,89.54,9.08
414,melfi,40,IT,1525362900,60,41.0,15.66,68.0,20.8
415,saint-ambroise,0,FR,1525366800,51,47.25,-0.65,59.0,6.93
416,vikulovo,0,RU,1525368395,54,55.07,40.96,63.08,10.98
417,karratha,0,AU,1525368395,74,-20.74,116.85,62.27,6.29
418,itapipoca,88,BR,1525368396,84,-3.5,-39.58,80.54,4.72
419,port macquarie,44,AU,1525366800,100,-31.43,152.91,57.2,8.97
420,candido mendes,76,BR,1525368397,100,-1.45,-45.72,79.73,9.98
421,tambo grande,20,EC,1525363200,66,-3.58,-79.83,84.2,13.87
422,katherine,24,AU,1525366800,73,-14.47,132.26,69.8,5.82
423,banda aceh,92,ID,1525368398,100,5.56,95.32,75.59,1.14
424,senador jose porfirio,48,BR,1525368400,75,-2.59,-51.95,84.68,4.83
425,maroantsetra,56,MG,1525368401,94,-15.43,49.74,72.53,6.62
426,leshukonskoye,12,RU,1525368401,70,64.9,45.76,33.02,6.06
427,newport,36,GB,1525366200,66,51.59,-3.0,57.2,13.87
428,hervey bay,56,AU,1525368402,100,-25.3,152.85,69.47,2.37
429,wajir,64,KE,1525368403,67,1.75,40.07,79.82,6.73
430,balkhash,0,KZ,1525368404,100,46.84,74.98,47.69,4.72
431,uyuni,0,BO,1525368407,24,-20.46,-66.82,62.45,6.29
432,hobyo,8,SO,1525368407,91,5.35,48.53,79.82,8.75
433,bend,1,US,1525366560,48,44.06,-121.32,64.4,5.82
434,loding,75,DE,1525366200,82,48.05,12.68,62.6,5.82
435,sao felix do xingu,48,BR,1525368410,84,-6.64,-51.99,79.73,2.93
436,tabatinga,0,BR,1525368411,28,-21.74,-48.69,89.36,5.17
437,tazovskiy,88,RU,1525368411,84,67.47,78.7,12.95,16.46
438,finschhafen,32,PG,1525368412,96,-6.6,147.85,72.17,2.37
439,sri aman,36,MY,1525366800,100,1.24,111.46,73.4,1.14
440,samarai,64,PG,1525368413,100,-10.62,150.67,81.26,14.23
441,rjukan,0,NO,1525366200,37,59.88,8.59,53.6,18.34
442,kankakee,90,US,1525367700,78,41.12,-87.86,75.2,13.87
443,kortkeros,90,RU,1525366800,100,61.81,51.56,33.8,11.18
444,pontianak,56,ID,1525368415,100,-0.02,109.34,77.21,2.04
445,dahegam,0,IN,1525363200,56,23.17,72.82,93.2,5.82
446,port shepstone,36,ZA,1525368417,77,-30.74,30.45,69.11,26.53
447,aubenas,0,FR,1525366800,59,44.62,4.39,60.8,26.4
448,port hedland,0,AU,1525366800,53,-20.31,118.58,75.2,12.75
449,puntarenas,40,CR,1525363200,54,9.98,-84.84,82.4,13.87
450,dauriya,68,RU,1525368418,34,49.93,116.85,51.2,17.58
451,krasnokamensk,44,RU,1525368420,41,50.1,118.04,43.01,6.4
452,gander,90,CA,1525366800,93,48.95,-54.61,35.6,11.41
453,port keats,12,AU,1525368420,93,-14.25,129.55,76.67,3.71
454,rio grande,20,BR,1525366800,73,-32.03,-52.1,77.0,6.93
455,dundalk,0,US,1525367820,29,39.26,-76.52,91.4,8.05
456,fernandez,92,PH,1525368422,100,11.38,122.76,75.95,3.38
457,jind,44,IN,1525368422,47,29.31,76.32,82.34,11.65
458,victoria,75,BN,1525366800,94,5.28,115.24,77.0,2.24
459,daru,80,SL,1525368424,92,7.99,-10.85,79.64,7.96
460,tarakan,64,ID,1525368424,100,3.3,117.63,76.49,3.49
461,teseney,0,ER,1525368426,22,15.11,36.66,79.01,6.17
462,urucara,8,BR,1525368426,67,-2.54,-57.76,87.56,2.93
463,kloulklubed,90,PW,1525366200,88,7.04,134.26,80.6,8.05
464,sao sebastiao,12,BR,1525368428,75,-3.15,-58.36,85.31,3.38
465,leo,44,BF,1525368430,35,11.1,-2.1,94.49,0.92
466,lamballe,0,FR,1525366800,66,48.47,-2.52,53.6,10.29
467,adrar,0,DZ,1525366800,11,27.87,-0.29,86.0,4.16
468,acajutla,0,SV,1525366200,66,13.59,-89.83,89.6,5.82
469,walvis bay,0,NA,1525363200,28,-22.95,14.51,82.4,11.41
470,los llanos de aridane,40,ES,1525366800,64,28.66,-17.92,69.8,12.75
471,mumford,0,GH,1525368432,74,5.26,-0.76,83.51,14.45
472,santa rosa,32,AR,1525368434,77,-36.62,-64.29,64.88,4.72
473,kingseat,75,GB,1525366200,71,56.1,-3.41,51.8,16.11
474,alofi,8,NU,1525366800,88,-19.06,-169.92,78.8,5.82
475,kununurra,32,AU,1525366800,94,-15.77,128.74,71.6,2.71
476,rongcheng,0,CN,1525368435,58,37.16,122.42,48.5,13.22
477,nyurba,88,RU,1525368436,71,63.29,118.35,36.26,2.93
478,menongue,0,AO,1525368436,43,-14.66,17.68,66.68,3.83
479,horodnytsya,0,UA,1525368436,30,50.81,27.32,72.53,6.85
480,tefe,20,BR,1525366800,66,-3.35,-64.71,87.8,9.17
481,rovaniemi,90,FI,1525366200,83,66.5,25.72,41.0,9.17
482,oksfjord,0,NO,1525366200,94,70.24,22.35,42.8,25.28
483,eyl,68,SO,1525368440,100,7.98,49.82,77.84,3.6
484,kuching,75,MY,1525366800,94,1.56,110.34,77.0,2.24
485,kahului,75,US,1525366560,100,20.89,-156.47,75.2,6.4
486,yuzhnyy,12,RU,1525368441,71,53.54,39.45,65.33,2.93
487,san cristobal,75,EC,1525363200,67,-0.39,-78.55,60.8,9.17
488,mariel,40,CU,1525362900,69,22.99,-82.75,82.4,16.11
489,miramar,40,CR,1525363200,54,10.09,-84.73,82.4,13.87
490,zarand,48,IR,1525368443,64,30.81,56.57,57.41,2.59
491,kolo,68,TZ,1525368443,75,-4.73,35.84,68.66,8.63
492,kasempa,44,ZM,1525368445,67,-13.46,25.83,68.57,5.17
493,sorland,75,NO,1525366200,53,67.67,12.69,50.0,6.93
494,gunjur,0,GM,1525366800,42,13.18,-16.76,86.0,13.87
495,saurimo,88,AO,1525368449,56,-9.66,20.4,75.41,3.94
496,petauke,48,ZM,1525368449,56,-14.25,31.33,73.43,7.52
497,zhezkazgan,0,KZ,1525368450,75,47.8,67.71,51.56,5.39
498,lagoa,0,PT,1525366800,68,37.14,-8.45,69.8,9.17
499,kongolo,20,CD,1525368451,82,-5.39,27.0,73.79,2.15
500,challapata,0,BO,1525368451,49,-18.9,-66.78,54.08,4.38
501,gigmoto,76,PH,1525368452,100,13.78,124.39,81.53,7.85
502,balsas,80,BR,1525368452,59,-7.53,-46.04,85.4,6.4
503,lukulu,56,ZM,1525368453,43,-14.38,23.24,74.51,5.06
504,west wendover,1,US,1525366560,23,40.74,-114.07,62.6,8.05
505,bartica,75,GY,1525363200,88,6.41,-58.62,78.8,13.87
506,nizhniy odes,8,RU,1525368455,73,63.64,54.86,28.7,5.84
507,baruun-urt,12,MN,1525368456,32,46.68,113.28,54.17,12.77
508,arlit,0,NE,1525368456,9,18.74,7.39,96.11,8.86
509,kita,75,JP,1525366800,82,35.76,139.74,60.8,12.75
510,naze,75,NG,1525366800,83,5.43,7.07,78.8,5.82
511,kroya,20,ID,1525368458,93,-6.5,108.06,71.63,2.71
512,riviere-au-renard,40,CA,1525366800,60,49.0,-64.4,41.0,8.05
513,emerald,0,AU,1525368459,93,-23.53,148.16,60.02,2.82
514,lom sak,48,TH,1525368459,96,16.78,101.24,70.46,2.59
515,moindou,0,NC,1525366800,87,-21.69,165.68,60.8,2.24
516,christchurch,90,NZ,1525366800,93,-43.53,172.64,42.8,2.24
517,ta khmau,40,KH,1525366800,79,11.48,104.95,84.2,8.05
518,lorengau,32,PG,1525368460,100,-2.02,147.27,82.43,6.73
519,ziarat,36,PK,1525368461,30,30.38,67.73,52.64,3.6
520,ayagoz,0,KZ,1525368461,62,47.96,80.43,31.04,5.95
521,quatre cocos,40,MU,1525366800,65,-20.21,57.76,77.0,11.41
522,sao filipe,0,CV,1525368462,91,14.9,-24.5,72.71,19.48
523,sarandi,12,BR,1525368462,59,-27.94,-52.92,82.07,12.88
524,kingisepp,56,RU,1525368463,57,59.38,28.61,55.88,6.17
525,lumsden,40,CA,1525366800,33,50.65,-104.86,62.6,21.92
526,coihueco,90,CL,1525366800,93,-36.63,-71.83,57.2,8.05
527,bonen,0,FR,1525366800,66,48.2,-3.31,60.8,10.29
528,adelaide,75,AU,1525366980,67,-34.93,138.6,57.2,28.86
529,japura,80,ID,1525368466,97,-0.42,102.29,73.16,1.81
530,baykit,36,RU,1525368467,73,61.68,96.39,16.46,9.98
531,yarmouth,0,GB,1525366200,54,50.71,-1.5,60.8,10.29
532,belmonte,32,PT,1525368468,61,40.36,-7.35,61.19,7.96
533,chilliwack,90,CA,1525366800,63,49.17,-121.95,60.8,2.24
534,imbituba,75,BR,1525366800,78,-28.24,-48.67,77.0,11.41
535,kawalu,44,ID,1525368469,93,-7.38,108.21,63.8,1.36
536,tandil,0,AR,1525368469,88,-37.33,-59.14,63.71,8.41
537,esso,12,RU,1525368469,69,55.93,158.7,9.17,3.15
538,datong,8,CN,1525368470,64,40.09,113.3,38.6,3.15
539,talnakh,68,RU,1525368470,92,69.49,88.39,11.96,9.64
540,vila do maio,40,CV,1525366800,60,15.13,-23.22,75.2,23.04
541,carpentras,0,FR,1525366800,59,44.06,5.05,64.4,26.4
542,avera,1,US,1525367700,39,33.19,-82.53,80.6,4.7
543,lata,68,IN,1525368472,97,30.78,78.62,47.78,1.14
544,okhotsk,0,RU,1525368472,95,59.36,143.24,24.47,2.59
545,vardo,40,US,1525367700,35,39.62,-77.74,89.6,11.41
546,hofu,75,JP,1525366800,54,34.05,131.57,57.2,20.8
547,otradnoye,20,RU,1525366800,50,59.77,30.8,57.2,8.95
548,basco,90,US,1525367700,82,40.33,-91.2,71.6,9.17
549,port pirie,44,AU,1525366800,93,-33.18,138.01,50.0,9.17
550,den helder,20,NL,1525366500,62,52.96,4.76,51.8,6.93
551,kepno,36,PL,1525368479,73,51.28,17.99,70.19,7.07
552,puro,76,PH,1525368480,95,13.13,123.76,77.66,3.49
553,sehwan,0,PK,1525366800,38,26.43,67.86,89.6,6.93
554,mogzon,12,RU,1525368481,79,51.74,111.97,39.23,5.06
555,ancud,64,CL,1525368482,67,-41.87,-73.83,53.09,5.39
556,port augusta,76,AU,1525366800,93,-32.49,137.76,50.0,9.17
557,berlevag,0,NO,1525366200,60,70.86,29.09,39.2,19.46
558,marevo,0,BA,1525366800,43,43.57,18.7,69.8,12.75
559,rio gallegos,0,AR,1525363200,86,-51.62,-69.22,46.4,25.28
560,kruisfontein,88,ZA,1525368485,92,-34.0,24.73,64.79,4.94
561,dwarka,20,IN,1525366800,54,28.58,77.04,84.2,11.41
562,chifeng,0,CN,1525368487,42,42.27,118.96,36.8,2.48
563,hargeysa,0,SO,1525368488,61,9.56,44.06,69.29,6.62
564,kaniama,12,CD,1525368488,60,-7.57,24.18,76.76,3.49
565,khandyga,56,RU,1525368489,88,62.65,135.58,36.17,5.28
566,kirovskiy,48,RU,1525368489,90,45.09,133.51,38.69,6.17
567,monrovia,75,LR,1525366800,66,6.33,-10.8,89.6,17.22
568,hays,90,US,1525367940,82,38.88,-99.33,64.4,13.87
569,lekoni,64,GA,1525368490,93,-1.58,14.26,73.07,3.6
570,altay,44,CN,1525368491,91,47.83,88.13,20.51,2.59
